last_trade_time_utc,first_buy_time_utc,token,symbol,buy_count,sell_count,buy_bnb,sell_bnb,realized_pnl_bnb,realized_roi,first_buy_fdv_usd,first_buy_bucket,open_position_flag,verification
2026-06-05 10:16:19,2026-06-05 06:07:25,0x641f9915604113467496b7c72390721bb6b94444,0x641f99...b94444,1,2,0.6,0.65850519,0.05850519,0.09750865,,live_pending_fdv,False,live_rpc_token_summary
2026-06-05 10:16:15,2026-06-05 06:13:05,0xdbededaadf4a339947bbae4de0f6508da0c24444,0xdbeded...c24444,1,2,0.6,0.72515803,0.12515803,0.20859672,,live_pending_fdv,False,live_rpc_token_summary
2026-06-05 10:16:07,2026-06-05 09:28:25,0x50682ca4afed28baaf4d75009fd124f4d53e7777,0x50682c...3e7777,1,2,0.6,0.65458707,0.05458707,0.09097845,,live_pending_fdv,False,live_rpc_token_summary
2026-06-05 10:08:58,2026-06-05 09:36:57,0xbc299aa2e753ce421bf7ed882254acf782764444,0xbc299a...764444,1,2,0.6,0.35736657,-0.24263343,-0.40438905,,live_pending_fdv,False,live_rpc_token_summary
2026-06-05 10:03:17,2026-06-05 10:03:17,0xe1c4b17d2e6ae638188a23a2df0fe97f11354444,0xe1c4b1...354444,1,0,0.4,0.0,-0.4,-1.0,,live_pending_fdv,True,live_rpc_token_summary
2026-06-05 09:37:45,2026-06-05 09:37:19,0xb4480fcaa6ab09edb814e756d04ba3bc94fd4444,0xb4480f...fd4444,1,1,0.6,0.59402129,-0.00597871,-0.00996452,,live_pending_fdv,False,live_rpc_token_summary
2026-06-05 09:36:47,2026-06-05 09:34:00,0xdb9378546082d89691ba303aa482368cada94444,0xdb9378...a94444,1,1,0.6,0.49106256,-0.10893744,-0.1815624,,live_pending_fdv,False,live_rpc_token_summary
2026-06-05 09:31:19,2026-06-05 09:31:07,0x1b16d8ae31c20ba22981b390644a697b6e654444,0x1b16d8...654444,1,1,0.6,0.58579298,-0.01420702,-0.02367837,,live_pending_fdv,False,live_rpc_token_summary
2026-06-05 08:21:50,2026-06-05 08:01:52,0x546981b57aa77bf55ccfd2e17706b6702e5c4444,0x546981...5c4444,1,1,0.4,0.37115531,-0.02884469,-0.07211172,,live_pending_fdv,False,live_rpc_token_summary
2026-06-05 06:01:24,2026-06-05 06:00:18,0xb1943fd111041181a1dda840be7f03288dbc4444,0xb1943f...bc4444,2,3,1.37,1.33305859,-0.03694141,-0.02696453,,live_pending_fdv,False,live_rpc_token_summary
2026-06-05 04:56:06,2026-06-05 04:56:06,0xabe1a4d6f400aac82ad986e62969834105634444,0xabe1a4...634444,1,0,0.6,0.0,-0.6,-1.0,,live_pending_fdv,True,live_rpc_token_summary
2026-06-04 14:56:32,2026-06-04 14:55:52,0x920522d13a1c1ca15beac2e44eee03b2405c4444,0x920522...5c4444,1,1,0.6,0.31440161,-0.28559839,-0.47599732,,live_pending_fdv,False,live_rpc_token_summary
2026-06-04 14:36:45,2026-06-04 14:26:41,0xc2ff0e79d2c509bc5c989b8a99b4459019e34444,0xc2ff0e...e34444,2,3,1.2,0.58017249,-0.61982751,-0.51652293,,live_pending_fdv,False,live_rpc_token_summary
2026-06-04 14:34:19,2026-06-04 14:31:35,0xecf3232cc49b06d7550082b0369b2a7450314444,0xecf323...314444,1,1,1.2,1.14320659,-0.05679341,-0.04732784,,live_pending_fdv,False,live_rpc_token_summary
2026-06-04 13:45:51,2026-06-04 13:45:38,0xc8df4e14e3e22ca5d69b2e064cf2af8c1c934444,0xc8df4e...934444,1,1,0.6,0.45732637,-0.14267363,-0.23778938,,live_pending_fdv,False,live_rpc_token_summary
2026-06-04 12:12:19,2026-06-04 12:10:53,0x7df4587048b3871ce0cca15f830cd7d1e4424444,0x7df458...424444,2,2,1.17,1.01727002,-0.15272998,-0.13053844,,live_pending_fdv,False,live_rpc_token_summary
